ISSN	CategoryName
1750-2640	免疫学
0104-0146	社会科学总论
1587-8694	社会科学总论
1753-8157	临床医学
1648-5831	社会科学总论
2164-8034	社会科学总论
1369-118X	社会科学总论
0266-6669	社会科学总论
1566-2535	计算机科学
1617-9846	经济与商业
1544-7529	社会科学总论
1385-951X	经济与商业
0959-3845	社会科学总论
1392-124X	计算机科学
0268-1102	社会科学总论
1473-8716	计算机科学
1471-7727	经济与商业
0020-0883	工程学
0393-1420	工程学
0120-5609	工程学
0123-3033	工程学
1995-0829	环境科学与生态学
2044-2041	环境科学与生态学
1753-4259	免疫学
1447-9338	经济与商业
1351-1610	社会科学总论
1466-8564	农业科学
0990-0632	农业科学
1752-458X	植物学与动物学
1672-9609	植物学与动物学
1850-1044	临床医学
1551-3777	环境科学与生态学
1757-9694	分子生物学与遗传学
1932-4502	精神病学与心理学
1749-4877	植物学与动物学
1934-9491	社会科学总论
1088-467X	计算机科学
1872-4981	计算机科学
1861-2776	工程学
1724-8035	计算机科学
0964-3397	临床医学
1464-9373	社会科学总论
1572-0373	社会科学总论
1569-9293	临床医学
1929-073X	临床医学
1612-295X	社会科学总论
1913-2751	生物学与生物化学
2042-8898	生物学与生物化学
2169-2785	工程学
1828-0447	临床医学
0020-5893	社会科学总论
0236-8722	农业科学
1683-3198	计算机科学
1677-5538	临床医学
1746-4358	临床医学
0969-5931	经济与商业
2251-9130	临床医学
1748-0485	社会科学总论
1567-536X	社会科学总论
1755-599X	临床医学
1554-7191	经济与商业
1567-9764	社会科学总论
1461-6742	社会科学总论
1367-0271	经济与商业
1559-2448	农业科学
2042-6976	临床医学
1445-9795	社会科学总论
0219-1989	数学
1876-3413	社会科学总论
1349-2365	临床医学
1916-5781	社会科学总论
1180-0518	社会科学总论
2202-7998	社会科学总论
0251-2513	社会科学总论
1475-9276	社会科学总论
1543-1649	工程学
2040-7939	计算机科学
2211-3207	微生物学
2152-5080	数学
1758-1206	社会科学总论
1050-8619	精神病学与心理学
2233-7857	计算机科学
1467-0895	经济与商业
1027-5851	工程学
1743-8225	计算机科学
2158-107X	计算机科学
1729-8806	工程学
2313-626X	综合交叉学科
0265-0487	经济与商业
1475-472X	工程学
2093-274X	工程学
1687-5966	工程学
1473-5903	农业科学
1934-6344	农业科学
1687-8159	农业科学
1925-7066	神经系统学与行为学
2291-8639	数学
1687-8760	化学
1687-5869	工程学
1546-542X	材料科学
0303-2434	地球科学
2041-1286	材料科学
1641-876X	数学
1758-8251	工程学
1542-2666	植物学与动物学
1558-3058	工程学
1480-8986	经济与商业
1823-6243	社会科学总论
1473-5504	空间科学
0976-5921	临床医学
1479-5868	农业科学
1367-0050	社会科学总论
1367-0069	社会科学总论
1758-0366	计算机科学
1449-2288	生物学与生物化学
1687-8787	材料科学
1793-5245	生物学与生物化学
2194-573X	生物学与生物化学
2160-2026	临床医学
1815-4654	经济与商业
2194-5748	工程学
1929-4247	临床医学
1920-7298	社会科学总论
1178-2005	临床医学
1239-9736	社会科学总论
1735-0522	工程学
1756-8692	社会科学总论
1341-9625	临床医学
2210-7703	药理学和毒理学
1940-5901	生物学与生物化学
1936-2625	临床医学
1697-2600	精神病学与心理学
0955-6222	材料科学
1939-2699	工程学
1937-1209	精神病学与心理学
2007-1558	数学
1932-8036	社会科学总论
1875-6891	计算机科学
0219-8762	工程学
1861-6410	临床医学
1738-7906	计算机科学
1556-1607	社会科学总论
1841-9836	计算机科学
1976-0485	工程学
1864-1385	社会科学总论
1562-3599	经济与商业
1470-6423	经济与商业
0959-6119	社会科学总论
1384-6655	社会科学总论
1874-5482	工程学
1756-3461	社会科学总论
1028-6632	社会科学总论
1367-8779	社会科学总论
1750-6182	社会科学总论
1759-1163	计算机科学
1748-5673	计算机科学
1548-3924	计算机科学
1601-5029	临床医学
1991-3761	社会科学总论
2047-3869	社会科学总论
0973-3930	临床医学
1753-8947	地球科学
1687-7578	工程学
1034-912X	社会科学总论
2212-4209	地球科学
2095-0055	地球科学
1550-1329	计算机科学
1742-7355	经济与商业
0951-354X	经济与商业
0883-0355	社会科学总论
1452-3981	化学
1687-8337	临床医学
2008-9163	工程学
1468-0874	工程学
1923-869X	社会科学总论
1660-4601	环境科学与生态学
1735-6865	环境科学与生态学
1735-1472	环境科学与生态学
1742-8297	工程学
1937-4585	社会科学总论
2227-7072	经济与商业
2194-5764	农业科学
1499-9013	精神病学与心理学
1562-2479	工程学
2314-436X	分子生物学与遗传学
1532-3641	工程学
1873-9598	临床医学
1758-2083	环境科学与生态学
1543-5075	工程学
1750-5836	工程学
1389-6563	经济与商业
1476-072X	社会科学总论
1463-5240	社会科学总论
1744-232X	工程学
1352-7258	社会科学总论
0278-4319	社会科学总论
0219-8436	工程学
0219-4678	计算机科学
1744-3121	免疫学
1360-3116	社会科学总论
2228-5547	化学
1615-5262	计算机科学
2056-4880	计算机科学
1745-7300	社会科学总论
1568-4156	社会科学总论
1741-1009	社会科学总论
1751-5521	临床医学
1756-0616	社会科学总论
1360-9939	社会科学总论
1477-8386	社会科学总论
0957-4093	经济与商业
1367-5567	经济与商业
1534-7346	临床医学
1868-8071	计算机科学
1753-8378	经济与商业
0927-3522	社会科学总论
1479-8751	工程学
0843-8714	社会科学总论
1960-6206	材料科学
1862-5282	材料科学
0020-739X	社会科学总论
1569-1713	材料科学
1478-5951	临床医学
1449-1907	临床医学
1445-8330	临床医学
1462-3730	精神病学与心理学
1752-4458	精神病学与心理学
1557-1874	精神病学与心理学
1939-5981	材料科学
1756-8293	工程学
1759-0787	工程学
1674-4799	材料科学
1748-0930	环境科学与生态学
1470-949X	社会科学总论
1746-6172	工程学
0255-7614	社会科学总论
1178-2013	药理学和毒理学
1475-7435	材料科学
2092-6782	工程学
1055-7148	计算机科学
0129-0657	计算机科学
2008-6822	数学
1465-4520	经济与商业
1793-0421	数学
1705-5105	数学
2047-3087	临床医学
1322-7114	临床医学
1232-1087	社会科学总论
1080-3548	社会科学总论
1753-3309	工程学
1748-3743	临床医学
2222-3959	临床医学
1559-9612	工程学
1674-2818	临床医学
1746-0689	临床医学
0960-7439	临床医学
1879-9817	生物学与生物化学
1029-8436	工程学
1573-3149	生物学与生物化学
1474-8185	临床医学
2277-3657	药理学和毒理学
1811-7775	药理学和毒理学
1346-213X	工程学
1735-6814	植物学与动物学
0891-4486	社会科学总论
1687-9422	化学
0091-4037	材料科学
2288-6206	工程学
2234-7593	工程学
1940-1612	社会科学总论
2011-7922	精神病学与心理学
1661-8556	社会科学总论
0951-3558	社会科学总论
2320-9577	植物学与动物学
1609-4069	社会科学总论
0951-8398	社会科学总论
1748-2623	社会科学总论
1754-5730	计算机科学
2322-3243	临床医学
1687-7195	计算机科学
2252-4940	工程学
1756-1841	临床医学
1571-0068	社会科学总论
1738-9976	计算机科学
1001-6279	环境科学与生态学
1061-3862	材料科学
1793-351X	计算机科学
1748-1279	计算机科学
1931-7611	精神病学与心理学
1756-6517	经济与商业
0973-6042	临床医学
1748-0698	工程学
1726-4529	工程学
1364-5579	社会科学总论
1875-4791	工程学
1687-9449	化学
1748-8885	社会科学总论
1754-9507	社会科学总论
1558-6235	社会科学总论
1464-6668	社会科学总论
1555-0265	临床医学
1747-9541	社会科学总论
1756-8277	工程学
1598-2351	工程学
1648-715X	经济与商业
1747-4930	临床医学
0219-4554	工程学
1749-785X	工程学
2210-2612	临床医学
1743-9191	临床医学
1467-6370	社会科学总论
1556-8318	社会科学总论
1687-6415	社会科学总论
0219-0249	经济与商业
1099-2340	社会科学总论
1752-7716	社会科学总论
0391-8440	经济与商业
1548-7199	计算机科学
1473-3315	工程学
0219-6913	计算机科学
1744-0084	计算机科学
1545-7362	计算机科学
1741-1106	计算机科学
1751-1062	农业科学
1068-9605	计算机科学
1875-0281	社会科学总论
1838-2959	社会科学总论
0952-3367	社会科学总论
0218-2130	计算机科学
1433-2833	计算机科学
1552-6283	计算机科学
1178-5608	工程学
1433-2779	计算机科学
2093-4777	临床医学
1353-3312	社会科学总论
1944-0391	社会科学总论
1749-5679	社会科学总论
1384-5748	社会科学总论
1492-9759	经济与商业
1096-7494	社会科学总论
0272-684X	社会科学总论
1470-482X	社会科学总论
0047-1178	社会科学总论
1012-6902	社会科学总论
1937-6448	分子生物学与遗传学
1059-0560	经济与商业
1369-412X	经济与商业
1057-5219	经济与商业
0074-7742	神经系统学与行为学
2211-6095	社会科学总论
1492-3831	社会科学总论
1750-984X	精神病学与心理学
1816-3831	社会科学总论
1528-3577	社会科学总论
1521-9488	社会科学总论
1752-9719	社会科学总论
0969-6016	经济与商业
2050-7038	工程学
1742-4801	临床医学
1542-7951	计算机科学
1066-2243	计算机科学
1096-7516	社会科学总论
1750-399X	社会科学总论
1384-6647	社会科学总论
1850-373X	社会科学总论
1925-1270	社会科学总论
1369-801X	社会科学总论
1939-7291	植物学与动物学
1930-8337	数学
0187-358X	社会科学总论
0185-1667	经济与商业
2340-8685	社会科学总论
1029-3523	经济与商业
1392-2785	经济与商业
1735-1502	免疫学
2008-3866	药理学和毒理学
1728-3043	生物学与生物化学
2008-2398	临床医学
1735-0654	数学
1735-1383	免疫学
1735-8582	临床医学
1735-7020	微生物学
2008-2142	临床医学
1735-0328	药理学和毒理学
2251-6085	社会科学总论
1735-1065	临床医学
1028-6276	综合交叉学科
2228-6160	工程学
2228-6179	工程学
2228-6187	工程学
1728-1997	植物学与动物学
2074-1804	临床医学
0021-0862	社会科学总论
0332-3315	社会科学总论
0790-7184	社会科学总论
1715-2593	社会科学总论
1938-2014	临床医学
1353-7121	社会科学总论
1565-9801	环境科学与生态学
2045-4015	社会科学总论
0161-2840	临床医学
2038-5625	农业科学
1594-4077	植物学与动物学
2239-7132	农业科学
2038-1719	地球科学
1720-8424	临床医学
0165-1153	社会科学总论
0718-5049	社会科学总论
1927-6311	材料科学
1547-1896	临床医学
1936-878X	临床医学
1936-8798	临床医学
0021-4027	经济与商业
1525-4135	免疫学
2211-0682	临床医学
2168-6068	临床医学
2168-6076	临床医学
2168-6106	临床医学
2168-6149	神经系统学与行为学
2168-6165	临床医学
2168-6181	临床医学
2168-6203	临床医学
2168-622X	精神病学与心理学
2168-6254	临床医学
0098-7484	临床医学
1055-3290	临床医学
0922-1425	经济与商业
0916-7005	数学
1352-4739	经济与商业
0021-4914	植物学与动物学
0021-4922	物理学
0368-2811	临床医学
1344-6304	免疫学
0021-5155	临床医学
0047-1917	植物学与动物学
0021-5368	精神病学与心理学
1525-3961	临床医学
0021-3551	农业科学
1460-7425	社会科学总论
0003-1488	植物学与动物学
1318-3222	社会科学总论
1780-2393	临床医学
0021-9886	经济与商业
1824-2049	社会科学总论
1022-386X	临床医学
1076-1608	临床医学
1547-0083	材料科学
0021-3640	物理学
2038-5366	社会科学总论
2291-9694	临床医学
1929-0748	临床医学
2291-5222	临床医学
0027-8874	临床医学
1555-4155	临床医学
0884-2175	临床医学
1297-319X	临床医学
1047-4838	材料科学
2164-4535	工程学
0021-7670	数学
0368-2315	临床医学
0021-7824	数学
1156-5233	植物学与动物学
1610-0379	临床医学
1617-1381	环境科学与生态学
0021-8251	社会科学总论
0021-8286	社会科学总论
0021-8294	社会科学总论
0021-8308	精神病学与心理学
0181-5512	临床医学
0075-4102	数学
1151-0285	农业科学
1091-8531	临床医学
0091-0627	精神病学与心理学
0021-843X	精神病学与心理学
0099-1333	社会科学总论
0165-4101	经济与商业
0278-4254	经济与商业
0021-8456	经济与商业
1055-0887	社会科学总论
0169-4243	材料科学
0021-8464	材料科学
1461-5185	临床医学
0140-1971	精神病学与心理学
1081-3004	社会科学总论
1054-139X	临床医学
0743-5584	精神病学与心理学
1068-0667	精神病学与心理学
0309-2402	临床医学
1203-8407	化学
0197-6729	工程学
0021-8499	经济与商业
0091-3367	经济与商业
0021-8502	化学
0893-1321	工程学
0165-0327	精神病学与心理学
1464-343X	地球科学
0963-8024	经济与商业
0021-8537	社会科学总论
0898-2643	社会科学总论
1063-8652	社会科学总论
0890-4065	社会科学总论
1187-7863	社会科学总论
0021-8561	农业科学
1068-5502	经济与商业
1085-7117	数学
0021-857X	经济与商业
0021-8588	农业科学
0021-8596	农业科学
0931-2250	农业科学
0969-6997	社会科学总论
0021-8669	工程学
0219-4988	数学
0925-9899	数学
1056-3911	数学
0021-8693	数学
0091-6749	免疫学
0925-8388	材料科学
1075-5535	临床医学
1387-2877	神经系统学与行为学
0744-8481	社会科学总论
0021-8723	社会科学总论
0165-2370	化学
0267-9477	化学
1061-9348	化学
0021-8774	精神病学与心理学
0146-4760	化学
0021-8782	生物学与生物化学
1230-1388	植物学与动物学
0931-2668	植物学与动物学
0021-8790	植物学与动物学
0931-2439	植物学与动物学
0021-8812	植物学与动物学
0278-4165	社会科学总论
0091-7710	社会科学总论
0021-8820	药理学和毒理学
0305-7453	药理学和毒理学
0887-6185	精神病学与心理学
1060-3271	农业科学
0021-8839	植物学与动物学
1643-4439	植物学与动物学
0971-2119	植物学与动物学
1088-8705	植物学与动物学
0021-8855	精神病学与心理学
0021-8863	精神病学与心理学
1065-8483	临床医学
1439-040X	植物学与动物学
0090-9882	社会科学总论
1600-5767	化学
0193-3973	精神病学与心理学
0021-8901	环境科学与生态学
0883-7252	经济与商业
0021-891X	化学
0931-2048	植物学与动物学
1234-1983	分子生物学与遗传学
0926-9851	地球科学
0733-4648	临床医学
0175-8659	植物学与动物学
0021-8936	工程学
1364-5072	生物学与生物化学
0921-8971	植物学与动物学
0021-8979	物理学
8750-7587	生物学与生物化学
0021-8995	化学
1056-6171	植物学与动物学
0021-9002	数学
0021-9010	精神病学与心理学
1360-2322	精神病学与心理学
0021-9029	精神病学与心理学
1041-3200	精神病学与心理学
0266-4763	数学
0260-437X	药理学和毒理学
0021-9045	数学
0899-7659	植物学与动物学
0146-6623	植物学与动物学
0161-8202	植物学与动物学
1072-5369	社会科学总论
1059-0161	社会科学总论
0305-4403	社会科学总论
0738-0895	社会科学总论
0140-1963	环境科学与生态学
0883-5403	临床医学
1076-9757	计算机科学
1434-7229	临床医学
1226-8615	植物学与动物学
0021-9096	社会科学总论
1367-9120	地球科学
1028-6020	药理学和毒理学
0021-9118	社会科学总论
1058-0468	临床医学
0277-0903	临床医学
0250-6335	空间科学
1062-6050	临床医学
0739-0572	地球科学
1364-6826	地球科学
0167-7764	环境科学与生态学
0162-3257	精神病学与心理学
0896-8411	免疫学
0168-7433	计算机科学
0908-8857	植物学与动物学
1082-6742	植物学与动物学
1053-8127	临床医学
0021-9193	微生物学
0162-9778	社会科学总论
0378-4266	经济与商业
0233-111X	微生物学
0005-7916	精神病学与心理学
0894-3257	精神病学与心理学
1094-3412	社会科学总论
0160-7715	精神病学与心理学
0883-9115	材料科学
1095-6670	药理学和毒理学
0021-924X	生物学与生物化学
0145-479X	生物学与生物化学
0305-0270	环境科学与生态学
0021-9258	生物学与生物化学
0021-9266	社会科学总论
0949-8257	化学
0092-0606	生物学与生物化学
0393-974X	生物学与生物化学
0748-7304	生物学与生物化学
0218-3390	生物学与生物化学
0885-3282	临床医学
0920-5063	材料科学
0148-0731	工程学
0021-9290	分子生物学与遗传学
1532-0464	计算机科学
1549-3296	材料科学
1552-4973	材料科学
1083-3668	临床医学
1021-7770	临床医学
0925-2738	生物学与生物化学
1087-0571	化学
0739-1102	生物学与生物化学
1389-1723	生物学与生物化学
0250-5991	生物学与生物化学
0021-9320	社会科学总论
0168-1656	生物学与生物化学
0021-9347	社会科学总论
0021-9355	临床医学
0914-8779	临床医学
0884-0431	生物学与生物化学
0021-9371	社会科学总论
0883-8151	社会科学总论
0373-6687	植物学与动物学
0735-0015	经济与商业
0885-8624	经济与商业
0889-3268	精神病学与心理学
1050-6519	社会科学总论
0167-4544	经济与商业
0148-2963	经济与商业
0883-9026	经济与商业
0971-6777	植物学与动物学
0021-9487	地球科学
0885-8195	临床医学
0171-5216	临床医学
0732-8303	化学
1071-9164	临床医学
0886-0440	临床医学
1053-0770	临床医学
1045-3873	临床医学
1097-6647	临床医学
1074-2484	药理学和毒理学
0160-2446	药理学和毒理学
0021-9509	临床医学
1069-0727	精神病学与心理学
0894-8453	精神病学与心理学
0021-9517	化学
0886-3350	临床医学
1090-6924	地球科学
0021-9525	分子生物学与遗传学
0021-9533	分子生物学与遗传学
1582-4934	分子生物学与遗传学
0730-2312	分子生物学与遗传学
0021-9541	分子生物学与遗传学
0021-955X	化学
1229-9162	材料科学
0733-5210	农业科学
0271-678X	神经系统学与行为学
0021-9568	化学
1074-1542	化学
0098-0331	环境科学与生态学
0021-9584	化学
0021-9592	化学
0891-0618	神经系统学与行为学
0021-9606	物理学
1747-5198	化学
0974-3626	化学
0268-2575	化学
0021-9614	化学
0886-9383	化学
1120-009X	药理学和毒理学
1067-828X	社会科学总论
1044-5463	精神病学与心理学
0305-0009	精神病学与心理学
0883-0738	神经系统学与行为学
0021-9630	精神病学与心理学
0091-3723	社会科学总论
0021-9665	化学
0021-9673	化学
1570-0232	化学
0218-1266	工程学
0176-4268	社会科学总论
0959-6526	工程学
0894-8755	地球科学
1380-3395	神经系统学与行为学
0952-8180	临床医学
0733-2459	临床医学
0912-0009	临床医学
1537-4416	精神病学与心理学
1094-6950	临床医学
0021-972X	临床医学
0895-4356	社会科学总论
0192-0790	临床医学
0271-9142	免疫学
0021-9738	临床医学
0887-8013	临床医学
0095-1137	微生物学
1387-1307	临床医学
0736-0258	神经系统学与行为学
0967-5868	神经系统学与行为学
0962-1067	临床医学
0732-183X	临床医学
0021-9746	临床医学
0303-6979	临床医学
0091-2700	药理学和毒理学
0269-4727	药理学和毒理学
0160-6689	精神病学与心理学
1068-9583	精神病学与心理学
0021-9762	精神病学与心理学
0271-0749	神经系统学与行为学
0091-2751	临床医学
1386-6532	微生物学
1040-7278	化学
1400-0350	环境科学与生态学
0749-0208	环境科学与生态学
0898-929X	神经系统学与行为学
0887-381X	工程学
0897-5264	精神病学与心理学
0021-9797	化学
1063-8539	数学
1382-6905	数学
0097-3165	数学
0095-8956	数学
0021-9924	社会科学总论
1229-2370	计算机科学
1064-2269	计算机科学
0021-9916	社会科学总论
1052-9284	精神病学与心理学
0094-5145	社会科学总论
0090-4392	精神病学与心理学
0147-5967	经济与商业
0047-2328	社会科学总论
0021-9967	神经系统学与行为学
0021-9975	植物学与动物学
0340-7594	生物学与生物化学
0174-1578	植物学与动物学
0735-7036	神经系统学与行为学
0885-064X	数学
0021-9983	材料科学
1090-0268	材料科学
0218-396X	物理学
1521-1398	计算机科学
0377-0427	数学
1061-8600	数学
1066-5277	生物学与生物化学
0192-8651	化学
0254-9409	数学
0929-5313	神经系统学与行为学
0021-9991	物理学
0022-0000	计算机科学
1064-2307	计算机科学
0266-4909	社会科学总论
0363-8715	临床医学
0887-4417	计算机科学
1000-9000	计算机科学
0920-654X	化学
1530-9827	工程学
0887-3801	工程学
0022-0019	植物学与动物学
0022-0027	社会科学总论
1355-8250	社会科学总论
0733-9364	工程学
0143-974X	工程学
1072-0537	精神病学与心理学
0022-006X	精神病学与心理学
0022-0078	经济与商业
0736-3761	经济与商业
1057-7408	精神病学与心理学
0093-5301	经济与商业
0169-7722	环境科学与生态学
0047-2336	社会科学总论
0891-2416	社会科学总论
0022-0094	社会科学总论
0022-0124	临床医学
0894-1912	社会科学总论
0168-3659	药理学和毒理学
0944-6532	数学
0095-8972	化学
0929-1199	经济与商业
1525-7886	临床医学
1475-7516	空间科学
0748-9633	精神病学与心理学
0022-0167	精神病学与心理学
1010-5182	临床医学
1049-2275	临床医学
0022-0175	精神病学与心理学
1051-1253	社会科学总论
0047-2352	社会科学总论
0091-4169	社会科学总论
0883-9441	临床医学
0022-0221	精神病学与心理学
0278-0372	植物学与动物学
0933-2790	计算机科学
0022-0248	化学
1296-2074	综合交叉学科
0022-0272	社会科学总论
1203-4754	临床医学
0303-6987	临床医学
0022-0299	农业科学
0022-0302	农业科学
1063-8016	计算机科学
1045-5736	社会科学总论
0022-0337	临床医学
0022-0345	临床医学
0300-5712	临床医学
0923-1811	临床医学
0954-6634	临床医学
0385-2407	临床医学
0304-3878	经济与商业
0022-0388	社会科学总论
0196-206X	精神病学与心理学
1056-263X	社会科学总论
1056-8727	临床医学
1023-6198	数学
0022-0396	数学
0022-040X	数学
0897-1889	临床医学
0193-2691	化学
0022-0418	社会科学总论
1773-2247	药理学和毒理学
0022-0426	社会科学总论
1061-186X	药理学和毒理学
0022-0434	工程学
1079-2724	工程学
0272-4316	精神病学与心理学
1053-8151	社会科学总论
1363-2469	工程学
0925-8558	社会科学总论
0022-0477	环境科学与生态学
0304-4076	经济与商业
0167-2681	经济与商业
0165-1889	经济与商业
0022-0485	经济与商业
0022-0493	植物学与动物学
1468-2702	社会科学总论
1381-4338	经济与商业
0022-0507	经济与商业
0021-3624	经济与商业
0022-0515	经济与商业
0895-3309	经济与商业
0167-4870	精神病学与心理学
0950-0804	经济与商业
0022-0531	经济与商业
1058-6407	经济与商业
0148-6195	经济与商业
1095-0680	精神病学与心理学
0260-7476	社会科学总论
0268-0939	社会科学总论
0957-8234	社会科学总论
1076-9986	社会科学总论
1047-4412	精神病学与心理学
0735-6331	社会科学总论
0022-0655	精神病学与心理学
0022-0663	精神病学与心理学
0022-0671	社会科学总论
0374-3535	工程学
0095-2443	材料科学
1572-6657	化学
0022-0736	临床医学
1385-3449	材料科学
0920-5071	工程学
1050-6411	临床医学
0368-2048	化学
1017-9909	工程学
0361-5235	材料科学
1043-7398	工程学
0923-8174	工程学
0304-3886	工程学
0736-4679	临床医学
1063-4266	精神病学与心理学
0022-0787	精神病学与心理学
1720-8386	生物学与生物化学
0022-0795	生物学与生物化学
0099-2399	临床医学
0892-7790	临床医学
1526-6028	临床医学
0733-9402	工程学
0195-0738	工程学
0923-4748	工程学
0954-4828	工程学
1069-4730	工程学
0742-4795	工程学
0094-4289	材料科学
0022-0833	工程学
0733-9399	工程学
0747-9964	工程学
0075-4242	社会科学总论
1065-5131	工程学
0749-8004	植物学与动物学
1083-1363	地球科学
0254-8704	环境科学与生态学
0095-0696	经济与商业
0095-8964	社会科学总论
0733-9372	工程学
0022-0892	社会科学总论
0952-8873	社会科学总论
0301-4797	环境科学与生态学
0731-8898	药理学和毒理学
0272-4944	社会科学总论
0047-2425	环境科学与生态学
0265-931X	环境科学与生态学
1093-4529	环境科学与生态学
0360-1234	环境科学与生态学
1059-0501	环境科学与生态学
1001-0742	环境科学与生态学
1475-6366	生物学与生物化学
0143-005X	社会科学总论
0917-5040	社会科学总论
0737-0806	植物学与动物学
1041-2905	农业科学
1369-183X	社会科学总论
1533-2640	社会科学总论
0278-0771	生物学与生物化学
0378-8741	药理学和毒理学
0289-0771	植物学与动物学
1066-5234	微生物学
1350-1763	社会科学总论
0958-9287	社会科学总论
1356-1294	临床医学
1424-3199	数学
0022-0930	生物学与生物化学
1010-061X	植物学与动物学
0936-9937	经济与商业
1756-9966	临床医学
0952-813X	计算机科学
1063-7761	物理学
0022-0949	生物学与生物化学
0022-0957	植物学与动物学
0022-0965	精神病学与心理学
0022-0973	社会科学总论
0022-0981	植物学与动物学
0022-1007	免疫学
0097-7403	精神病学与心理学
1076-898X	精神病学与心理学
0096-3445	精神病学与心理学
0096-1523	精神病学与心理学
0278-7393	精神病学与心理学
0022-1031	精神病学与心理学
1552-5007	植物学与动物学
0363-1990	社会科学总论
0192-513X	社会科学总论
1471-1893	社会科学总论
0094-3509	临床医学
0893-3200	精神病学与心理学
0163-4445	精神病学与心理学
0885-7482	精神病学与心理学
1098-612X	植物学与动物学
0273-8570	植物学与动物学
0022-1082	经济与商业
0022-1090	经济与商业
0304-405X	经济与商业
1042-9573	经济与商业
1386-4181	经济与商业
0920-8550	经济与商业
0734-9041	材料科学
0022-1112	植物学与动物学
0140-7775	植物学与动物学
0094-730X	社会科学总论
0022-1120	工程学
0889-9746	工程学
0098-2202	工程学
1053-0509	化学
0022-1139	化学
1021-9498	药理学和毒理学
0145-8884	农业科学
0889-1575	农业科学
0260-8774	农业科学
0145-8876	农业科学
0145-8892	农业科学
0362-028X	农业科学
0146-9428	农业科学
0149-6085	农业科学
0022-1155	农业科学
0022-1147	农业科学
0096-1191	地球科学
0277-6693	经济与商业
1478-9949	精神病学与心理学
0022-1198	临床医学
1007-662X	植物学与动物学
0022-1201	植物学与动物学
1069-5869	数学
0270-5060	环境科学与生态学
0022-1236	数学
0956-7968	计算机科学
0164-0313	工程学
0270-7314	经济与商业
1050-5350	精神病学与心理学
0815-9319	临床医学
0944-1174	临床医学
1091-255X	临床医学
0958-9236	社会科学总论
1099-498X	分子生物学与遗传学
0022-1260	微生物学
0884-8734	临床医学
0022-1295	生物学与生物化学
1345-2630	植物学与动物学
0022-1309	精神病学与心理学
0022-1317	微生物学
0022-1325	精神病学与心理学
0022-1333	分子生物学与遗传学
0375-6742	地球科学
0949-7714	地球科学
0264-3707	地球科学
0309-8265	社会科学总论
0022-1341	社会科学总论
0022-1376	地球科学
1050-6926	数学
0393-0440	数学
2169-897X	地球科学
2169-9003	地球科学
2169-9275	地球科学
2169-9097	空间科学
2169-9313	地球科学
2169-9380	空间科学
1090-0241	工程学
0891-9887	神经系统学与行为学
0022-1430	地球科学
1057-0829	临床医学
0925-5001	工程学
0364-9024	数学
0380-1330	植物学与动物学
1433-5883	数学
0731-5090	工程学
0363-5023	临床医学
0304-3894	工程学
0885-9701	神经系统学与行为学
1129-2369	神经系统学与行为学
0022-1465	社会科学总论
1049-2089	社会科学总论
1081-0730	社会科学总论
0167-6296	经济与商业
0361-6878	社会科学总论
1606-0997	社会科学总论
1359-1053	精神病学与心理学
1096-9012	社会科学总论
1053-2498	临床医学
0966-8519	临床医学
0022-1481	工程学
0022-149X	植物学与动物学
0168-8278	临床医学
0022-1503	分子生物学与遗传学
0022-1511	植物学与动物学
0022-152X	化学
1381-1231	计算机科学
1029-8479	物理学
0022-1546	社会科学总论
0022-1554	生物学与生物化学
0305-7488	社会科学总论
0952-1909	社会科学总论
0147-8885	生物学与生物化学
0091-8369	精神病学与心理学
1462-0316	农业科学
0195-6701	免疫学
1051-1377	经济与商业
0047-2484	社会科学总论
1434-5161	分子生物学与遗传学
0950-9240	临床医学
0890-3344	临床医学
0952-3871	临床医学
0022-166X	经济与商业
0022-1678	精神病学与心理学
0733-9429	工程学
0022-1686	工程学
1464-7141	环境科学与生态学
1084-0699	工程学
0022-1694	工程学
1525-755X	地球科学
1070-9428	植物学与动物学
0263-6352	临床医学
1698-6180	地球科学
1062-3701	工程学
0022-1759	免疫学
0022-1767	免疫学
1524-9557	免疫学
0923-0750	化学
1226-086X	化学
1088-1980	环境科学与生态学
0022-1821	经济与商业
1367-5435	生物学与生物化学
1029-242X	数学
1341-321X	药理学和毒理学
0163-4453	免疫学
0022-1899	免疫学
1016-2364	计算机科学
0165-5515	社会科学总论
0268-3962	计算机科学
1001-9014	物理学
0141-8955	生物学与生物化学
0162-0134	生物学与生物化学
1000-324X	材料科学
0892-7553	植物学与动物学
1366-638X	植物学与动物学
0022-1910	植物学与动物学
1536-2442	植物学与动物学
0932-4569	经济与商业
1366-8250	精神病学与心理学
0964-2633	社会科学总论
1064-1246	计算机科学
0921-0296	工程学
0925-9902	计算机科学
0956-5515	工程学
1045-389X	材料科学
0885-0666	临床医学
1094-9968	经济与商业
0022-1953	社会科学总论
1079-9907	免疫学
0954-6820	临床医学
0047-2506	经济与商业
1369-3034	社会科学总论
0022-1996	经济与商业
1069-031X	经济与商业
0300-0605	临床医学
0261-5606	经济与商业
0886-2605	社会科学总论
1383-875X	临床医学
0896-4327	临床医学
1042-3931	临床医学
0022-2011	植物学与动物学
1018-9068	免疫学
0022-202X	临床医学
1081-5589	临床医学
0894-1939	临床医学
1006-706X	材料科学
0733-9437	工程学
0095-6848	社会科学总论
0218-2165	数学
1011-8934	临床医学
