ISSN	CategoryName
1049-7315	社会科学总论
0048-7333	社会科学总论
0270-1367	精神病学与心理学
0895-6308	经济与商业
0928-7655	经济与商业
1344-1698	地球科学
0921-3449	环境科学与生态学
0301-4207	社会科学总论
0025-7931	临床医学
0954-6111	临床医学
1569-9048	临床医学
1465-993X	临床医学
1323-7799	临床医学
0034-5806	社会科学总论
1061-2971	环境科学与生态学
0922-6028	神经系统学与行为学
0300-9572	临床医学
1364-2529	社会科学总论
0275-004X	临床医学
2237-3667	经济与商业
1380-6653	经济与商业
1094-2025	经济与商业
0034-6527	经济与商业
0034-6535	经济与商业
0034-6543	社会科学总论
0893-9454	经济与商业
1089-2680	精神病学与心理学
0162-5748	社会科学总论
0034-6586	经济与商业
0889-938X	经济与商业
0969-2290	经济与商业
0260-2105	社会科学总论
0034-6667	植物学与动物学
0486-6134	经济与商业
0034-673X	社会科学总论
0034-6748	化学
1610-2878	经济与商业
0793-0135	化学
0167-8299	化学
1069-3599	化学
1389-9155	临床医学
1569-1705	环境科学与生态学
0960-3166	植物学与动物学
0193-4929	化学
0129-055X	物理学
1052-9276	微生物学
0334-1763	神经系统学与行为学
8755-1209	地球科学
0034-6861	物理学
1606-5131	材料科学
0325-7541	微生物学
0100-6762	植物学与动物学
0100-0683	农业科学
0085-5626	植物学与动物学
1519-7530	地球科学
1984-2961	植物学与动物学
1516-4446	精神病学与心理学
1806-9290	农业科学
0716-078X	环境科学与生态学
0798-2259	植物学与动物学
0014-2565	临床医学
0120-0488	植物学与动物学
0717-3326	环境科学与生态学
0034-7744	生物学与生物化学
0034-7752	化学
1853-8665	农业科学
0034-8570	材料科学
0210-0010	神经系统学与行为学
0034-8910	社会科学总论
0036-4665	社会科学总论
0300-8932	临床医学
1130-0108	临床医学
1130-1406	植物学与动物学
0120-0534	精神病学与心理学
0213-2230	数学
0034-9887	临床医学
0185-1101	空间科学
1026-8774	地球科学
0035-001X	物理学
0185-6073	精神病学与心理学
1020-4989	社会科学总论
1645-6726	数学
0249-7395	环境科学与生态学
0373-2630	经济与商业
0398-7620	社会科学总论
0338-0599	经济与商业
0248-8663	临床医学
0035-1555	植物学与动物学
0761-8425	临床医学
0035-2969	社会科学总论
0035-3787	神经系统学与行为学
0035-3930	化学
0253-1933	植物学与动物学
0035-418X	植物学与动物学
0035-4511	物理学
0889-857X	临床医学
0172-8172	临床医学
1462-0324	临床医学
0300-0729	临床医学
0035-4902	植物学与动物学
1356-9783	社会科学总论
0213-2370	社会科学总论
0272-4332	社会科学总论
1535-1459	环境科学与生态学
0393-697X	物理学
0035-6883	地球科学
0718-4883	社会科学总论
1547-6286	生物学与生物化学
1355-8382	生物学与生物化学
0263-5747	工程学
0921-8890	工程学
0736-5845	工程学
0723-2632	地球科学
0035-7596	数学
1438-9029	临床医学
2046-2069	化学
0035-9475	化学
0036-0112	社会科学总论
0307-1847	社会科学总论
1066-5285	化学
0036-021X	化学
1070-4272	化学
1068-1620	化学
1070-3284	化学
1067-4136	环境科学与生态学
1023-1935	化学
1070-3632	化学
1022-7954	分子生物学与遗传学
1026-2296	植物学与动物学
0036-0236	化学
1061-9208	物理学
0869-6918	植物学与动物学
1061-8309	材料科学
0927-6467	工程学
1070-4280	化学
1021-4437	植物学与动物学
0036-0279	数学
0036-0465	社会科学总论
1361-3324	社会科学总论
1849-2215	数学
1042-0150	物理学
1748-717X	临床医学
1524-6345	社会科学总论
1210-2512	工程学
1078-8174	临床医学
0033-8362	临床医学
1865-0333	临床医学
2090-1941	临床医学
1318-2099	临床医学
0033-8443	物理学
0971-2070	农业科学
1550-7424	环境科学与生态学
2036-3605	临床医学
0034-0111	社会科学总论
0958-3440	社会科学总论
1878-5190	化学
1057-3569	社会科学总论
2079-8245	社会科学总论
1574-8928	药理学和毒理学
1872-2105	材料科学
0770-4518	经济与商业
0724-2247	精神病学与心理学
0937-9819	临床医学
1307-6167	药理学和毒理学
2213-2317	生物学与生物化学
1462-3943	社会科学总论
0229-5113	社会科学总论
1746-0751	临床医学
1436-3798	社会科学总论
1748-5983	社会科学总论
0278-4807	临床医学
2150-704X	地球科学
2072-4292	地球科学
1120-6330	数学
0137-2904	数学
1088-4165	数学
1477-7827	生物学与生物化学
1642-431X	临床医学
1742-4755	临床医学
1933-7191	临床医学
2278-4535	生物学与生物化学
0267-1522	社会科学总论
1759-2879	计算机科学
1541-6577	临床医学
1674-4527	空间科学
1750-9467	精神病学与心理学
1940-4921	临床医学
1542-7609	精神病学与心理学
0191-3085	经济与商业
0263-5143	社会科学总论
1551-7411	社会科学总论
0276-5624	社会科学总论
1543-8627	临床医学
0739-8859	经济与商业
0020-1324	临床医学
1422-6383	数学
1742-4690	微生物学
0305-6244	社会科学总论
0925-9880	社会科学总论
1877-9751	社会科学总论
1380-6645	经济与商业
1363-6669	经济与商业
1434-4742	经济与商业
1569-5239	经济与商业
1750-6816	经济与商业
1572-3097	经济与商业
0965-7576	经济与商业
1559-7431	社会科学总论
2049-5323	经济与商业
1863-6683	经济与商业
2194-5993	经济与商业
1541-132X	社会科学总论
0734-371X	社会科学总论
0924-865X	经济与商业
0091-732X	社会科学总论
1755-0203	数学
1753-5123	植物学与动物学
1530-6550	临床医学
2330-8249	植物学与动物学
2038-6699	临床医学
1529-6466	地球科学
2327-1515	综合交叉学科
0179-5953	环境科学与生态学
0303-4240	生物学与生物化学
0034-690X	社会科学总论
1330-2965	社会科学总论
0327-6716	精神病学与心理学
0482-5004	临床医学
0034-7094	临床医学
0102-7638	临床医学
1807-1929	农业科学
0102-695X	药理学和毒理学
0100-2945	农业科学
1517-8692	临床医学
0103-5657	植物学与动物学
0034-7329	社会科学总论
2011-0324	社会科学总论
0100-316X	农业科学
0186-3231	植物学与动物学
0718-3437	社会科学总论
0716-1018	免疫学
1806-6690	农业科学
0120-0690	农业科学
0253-9268	物理学
2145-2946	社会科学总论
1409-1070	经济与商业
1984-3372	经济与商业
2236-1170	环境科学与生态学
0211-5743	社会科学总论
0210-0614	社会科学总论
0210-5233	社会科学总论
0213-2028	社会科学总论
2253-654X	临床医学
0034-9461	社会科学总论
0214-3429	药理学和毒理学
1135-5727	社会科学总论
0121-1129	工程学
0187-7380	植物学与动物学
2237-0722	经济与商业
1697-7912	工程学
1135-3848	精神病学与心理学
1698-031X	临床医学
0188-4999	环境科学与生态学
1577-0354	临床医学
0213-1315	工程学
0034-9712	社会科学总论
1518-8345	临床医学
1665-2436	社会科学总论
0122-0268	农业科学
0718-0527	社会科学总论
1139-1138	数学
1870-3453	环境科学与生态学
2007-1124	农业科学
1665-2738	化学
0870-2551	临床医学
0873-2159	临床医学
1583-3186	材料科学
1841-6624	临床医学
0718-0934	社会科学总论
0124-5821	社会科学总论
0104-4230	临床医学
0080-6234	临床医学
0037-8682	临床医学
1583-3410	社会科学总论
0716-1417	社会科学总论
1133-455X	经济与商业
1576-0162	经济与商业
0034-8082	社会科学总论
0048-7694	社会科学总论
0123-885X	社会科学总论
0718-3402	社会科学总论
2316-9834	环境科学与生态学
2178-9010	经济与商业
0212-6109	经济与商业
1132-7200	社会科学总论
2385-3956	临床医学
1697-5200	社会科学总论
0326-3428	临床医学
1415-5273	农业科学
1136-1034	精神病学与心理学
0213-4748	精神病学与心理学
1132-239X	精神病学与心理学
0101-6083	精神病学与心理学
1888-9891	精神病学与心理学
0718-915X	工程学
0378-7818	农业科学
1578-7303	数学
0041-6932	数学
1315-2378	社会科学总论
1877-0320	免疫学
1386-1204	社会科学总论
0992-986X	精神病学与心理学
0715-3570	社会科学总论
0035-3957	社会科学总论
0035-4066	工程学
1760-5393	社会科学总论
1262-022X	社会科学总论
0035-1121	社会科学总论
0761-8417	临床医学
2213-6533	临床医学
0277-3945	社会科学总论
1939-8425	农业科学
1460-3799	社会科学总论
2039-4667	精神病学与心理学
0035-6808	农业科学
0035-6484	精神病学与心理学
2280-9120	社会科学总论
1037-5783	社会科学总论
1468-0629	工程学
1506-218X	环境科学与生态学
1528-0748	社会科学总论
1222-4227	农业科学
1224-5984	生物学与生物化学
1582-6163	经济与商业
1453-8245	计算机科学
1221-8618	临床医学
1220-0522	分子生物学与遗传学
1221-146X	物理学
1582-456X	社会科学总论
1221-1451	物理学
2178-9061	社会科学总论
0956-7933	社会科学总论
1445-6354	社会科学总论
1068-7971	地球科学
1062-3604	分子生物学与遗传学
1063-0740	植物学与动物学
1067-8212	材料科学
1819-7140	地球科学
0036-0244	化学
1990-7931	物理学
1068-3739	地球科学
1064-8887	物理学
0258-5200	精神病学与心理学
1027-202X	临床医学
2221-5875	药理学和毒理学
0256-2499	工程学
0925-7535	工程学
0036-3375	植物学与动物学
0185-3325	精神病学与心理学
0036-3634	社会科学总论
0256-9574	临床医学
0091-1062	材料科学
1062-936X	化学
1124-0490	临床医学
1319-562X	生物学与生物化学
0379-5284	临床医学
1319-0164	药理学和毒理学
1064-5616	数学
1401-7431	临床医学
0283-9318	临床医学
0036-5513	临床医学
0347-0520	经济与商业
0282-7581	植物学与动物学
0036-5521	临床医学
0300-9475	免疫学
0901-3393	植物学与动物学
0905-7188	临床医学
0281-3432	临床医学
0036-5564	精神病学与心理学
1403-4948	社会科学总论
0300-9742	临床医学
0303-6898	数学
0355-3140	社会科学总论
0080-6757	社会科学总论
0161-0457	化学
0586-7614	精神病学与心理学
0920-9964	精神病学与心理学
0932-433X	神经系统学与行为学
0924-3453	社会科学总论
0143-0343	精神病学与心理学
1045-3830	精神病学与心理学
0279-6015	精神病学与心理学
0036-7281	植物学与动物学
1355-0306	临床医学
0036-8237	社会科学总论
0765-1597	临床医学
1353-3452	社会科学总论
0792-1233	材料科学
1468-6996	材料科学
1362-1718	材料科学
0950-5431	社会科学总论
1075-5470	社会科学总论
0036-8326	社会科学总论
0269-8897	社会科学总论
0167-6423	计算机科学
0350-820X	材料科学
0048-9697	环境科学与生态学
0162-2439	社会科学总论
1513-1874	综合交叉学科
0294-0337	社会科学总论
0036-8075	综合交叉学科
0103-9016	农业科学
0304-4238	农业科学
0214-8358	植物学与动物学
0036-8709	药理学和毒理学
0036-8733	综合交叉学科
1088-8438	社会科学总论
0890-3670	综合交叉学科
0138-9130	社会科学总论
1470-2541	社会科学总论
0036-9241	社会科学总论
0036-9276	地球科学
0036-9292	经济与商业
0036-9330	临床医学
1359-6462	材料科学
0093-3651	工程学
0267-6583	社会科学总论
0097-9554	社会科学总论
0967-0106	社会科学总论
0963-6412	社会科学总论
0037-0738	地球科学
0037-0746	地球科学
0251-0952	农业科学
0960-2585	植物学与动物学
0895-0695	地球科学
1059-1311	神经系统学与行为学
0268-1242	物理学
1063-7826	物理学
0037-1912	数学
0049-0172	临床医学
1044-579X	临床医学
1084-9521	分子生物学与遗传学
1085-5629	临床医学
0740-2570	临床医学
0894-0959	临床医学
0037-1963	临床医学
1044-5323	免疫学
0739-9529	临床医学
0272-8087	临床医学
1089-7860	临床医学
0270-9295	临床医学
0271-8235	神经系统学与行为学
0001-2998	临床医学
0093-7754	临床医学
0146-0005	临床医学
1053-4296	临床医学
1526-8004	临床医学
1069-3424	临床医学
0037-198X	临床医学
0734-0478	社会科学总论
0094-6176	临床医学
0887-2171	临床医学
0037-9875	材料科学
0924-4247	工程学
0925-4005	化学
0914-4935	材料科学
1424-8220	化学
1542-2119	化学
1383-5866	化学
0149-6395	化学
0098-7913	社会科学总论
0264-2069	经济与商业
0360-0025	精神病学与心理学
1079-0632	精神病学与心理学
0146-1044	社会科学总论
0148-5717	免疫学
1368-4973	免疫学
0300-5267	植物学与动物学
1070-9622	工程学
0938-1287	工程学
1073-2322	临床医学
1536-0040	数学
0036-1399	数学
0097-5397	计算机科学
0363-0129	工程学
0895-4801	工程学
0036-1410	数学
0895-4798	数学
0036-1429	数学
1052-6234	数学
1064-8275	数学
1945-497X	经济与商业
1936-4954	计算机科学
0036-1445	数学
0037-4466	数学
0163-5808	计算机科学
0923-5965	工程学
0165-1684	工程学
0097-9740	社会科学总论
0037-5330	植物学与动物学
0037-5349	植物学与动物学
1569-190X	计算机科学
0037-5497	计算机科学
0217-5908	经济与商业
0129-7619	社会科学总论
0037-5675	临床医学
0364-2348	临床医学
1660-5527	药理学和毒理学
0909-752X	临床医学
0037-6779	社会科学总论
1087-0792	神经系统学与行为学
1389-9457	神经系统学与行为学
0161-8105	神经系统学与行为学
0921-898X	经济与商业
1046-4964	精神病学与心理学
0921-4488	植物学与动物学
0037-7317	社会科学总论
1464-9365	社会科学总论
0964-6639	社会科学总论
0301-2212	精神病学与心理学
0176-1714	社会科学总论
0278-016X	精神病学与心理学
0037-7686	社会科学总论
0961-205X	精神病学与心理学
0037-7732	社会科学总论
0951-631X	社会科学总论
0303-8300	社会科学总论
0378-8733	社会科学总论
0265-0525	社会科学总论
0144-5596	社会科学总论
1072-4745	社会科学总论
0037-7791	社会科学总论
0933-7954	精神病学与心理学
0190-2725	精神病学与心理学
0037-783X	社会科学总论
0277-9536	社会科学总论
0894-4393	社会科学总论
0145-5532	社会科学总论
0539-0184	社会科学总论
0362-3319	社会科学总论
0038-4941	社会科学总论
0049-089X	社会科学总论
0037-7961	社会科学总论
0306-3127	社会科学总论
0098-1389	社会科学总论
1070-5309	社会科学总论
0037-8046	社会科学总论
1063-1119	社会科学总论
0894-1920	社会科学总论
0147-2011	社会科学总论
0361-6525	植物学与动物学
0038-0199	社会科学总论
0049-1225	社会科学总论
0884-8971	社会科学总论
0038-0245	社会科学总论
0049-1241	社会科学总论
